role_id,position_description_id,legacy_mapping_pd_id,mapping_rank,mapping_code,mapping_name,mapping_level,mapping_validated,validation_notes,framework_code_valid
cb4dc10d-652c-5825-967e-29997c385431,186,10199,1,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200,1,1030005002,NETWORK ENGINEERING AND ADMINISTRATION,Specialisation,,,1
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201,1,1030008000,IT SUPPORT AND SERVICE MANAGEMENT,Sub-family,,,1
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201,2,1030003000,ENTERPRISE APPLICATIONS,Sub-family,,,1
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202,1,1030005000,IT INFRASTRUCTURE AND OPERATIONS,Sub-family,,,1
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203,1,1003002000,EXECUTIVE SUPPORT,Sub-family,Yes,,1
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204,1,1030008000,IT SUPPORT AND SERVICE MANAGEMENT,Sub-family,,,1
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205,1,1023002001,ENQUIRIES AND STUDENT ADMINISTRATION (DOMESTIC),Specialisation,Yes,,1
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206,1,1023002001,ENQUIRIES AND STUDENT ADMINISTRATION (DOMESTIC),Specialisation,Yes,,1
25d573b9-d544-5859-908a-68723137a3e1,194,10207,1,1029003002,FINANCE REPORTING,Specialisation,,,1
25d573b9-d544-5859-908a-68723137a3e1,194,10207,2,1029001000,FINANCIAL OPERATIONS AND CONTROL,Sub-family,,,1
53233530-a616-5cc3-9e52-7366b8ba69b9,195,10208,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
56db0878-e906-58b0-adc8-5329de6bba09,196,10209,1,1015001001,ACCOMMODATION,Specialisation,Yes,,1
20f669f7-c639-5552-957e-a31be79387a1,197,10211,1,1017003000,PROCUREMENT OPERATIONS,Sub-family,,,1
20f669f7-c639-5552-957e-a31be79387a1,197,10211,2,1028003000,TEACHING AND ASSESSMENT SUPPORT,Sub-family,,,1
6d9540c3-e3cb-544b-ae1b-be2bbb4ca685,198,10212,1,1023002001,ENQUIRIES AND STUDENT ADMINISTRATION (DOMESTIC),Specialisation,Yes,,1
3add27d6-8fed-5164-a0f1-579365b60c9c,199,10214,1,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
f2b363fe-a42c-5979-b7d8-aed48bb709a1,200,10215,1,1017002000,PROCUREMENT CONTRACT MANAGEMENT,Sub-family,,,1
f2b363fe-a42c-5979-b7d8-aed48bb709a1,200,10215,2,1003001000,ADMINISTRATION,Sub-family,,,1
54b5a214-6a27-52ba-b60a-ca697cc21f6e,201,10216,1,1003001000,ADMINISTRATION,Sub-family,,,1
54b5a214-6a27-52ba-b60a-ca697cc21f6e,201,10216,1,1003001000,ADMINISTRATION,Sub-family,,,1
54b5a214-6a27-52ba-b60a-ca697cc21f6e,201,10216,2,1029001000,FINANCIAL OPERATIONS AND CONTROL,Sub-family,,,1
54b5a214-6a27-52ba-b60a-ca697cc21f6e,201,10216,2,1029001000,FINANCIAL OPERATIONS AND CONTROL,Sub-family,,,1
2856d61a-f791-5bee-9241-f7255832d56a,202,10217,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
6e356574-97f4-528a-a193-73154f9d1245,203,10218,1,1008003000,CURRICULUM AND LEARNING DESIGN,Sub-family,,,1
49d1f58c-5992-56af-b9f2-03bbe355eac8,204,10219,1,1023001000,STUDENT ENGAGEMENT,Sub-family,Yes,,1
d0e72cf0-0e7b-5340-8425-ceac35d5e2c9,205,10220,1,1024004000,INTERNATIONAL STUDENT SUPPORT,Sub-family,Yes,,1
6da220d8-5f93-5484-8791-40219d75355d,206,10221,1,1029001000,FINANCIAL OPERATIONS AND CONTROL,Sub-family,Yes,,1
0502fcdd-8257-5b4d-bb3b-fac58e5cf22a,207,10222,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
b7eb2dd8-1942-5e12-a9c8-16a021774625,208,10223,1,1023002001,ENQUIRIES AND STUDENT ADMINISTRATION (DOMESTIC),Specialisation,Yes,,1
75e4a57f-3ce5-5d5b-86b4-ccadcbefe6d8,209,10224,1,1002002000,FACULTY OPERATIONS,Sub-family,,,1
75e4a57f-3ce5-5d5b-86b4-ccadcbefe6d8,209,10224,2,1030002000,DATA MANAGEMENT AND ANALYTICS,Sub-family,,,1
87ba73be-39c6-50c8-9ae0-546ab933c535,210,10225,1,1030008001,HELP DESK/TECHNICAL SUPPORT,Specialisation,,,1
a1b030d8-6597-5474-a121-d07ff086ef14,211,10226,1,1029001003,ACCOUNTING OPERATIONS,Specialisation,Yes,,1
19b795a4-5871-539c-951e-1d29f4a67bad,212,10228,1,1014010003,INJURY MANAGEMENT,Specialisation,Yes,,1
f3107944-4adc-5b41-b7e4-9385375da916,213,10229,1,1028003003,LEARNING FACILITATION SUPPORT (DISABILITY),Specialisation,Yes,,1
7181af58-d95b-561b-ba2b-d9d1985d1299,214,10231,1,1000002001,REPORTING (SPEC),Specialisation,Yes,,1
412606a6-c29a-51d1-8e5f-94b2c6706c72,215,10232,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
412606a6-c29a-51d1-8e5f-94b2c6706c72,215,10232,2,1008001000,COURSE STRATEGY AND PORTFOLIO MANAGEMENT,Sub-family,Yes,,1
4c69473e-a660-5a3c-871e-18ed2dc3a67d,216,10233,1,1014001002,ABORIGINAL ADVISORY/SPECIALIST,Specialisation,,,1
73d75f0e-253c-5a71-909f-8cd2c9ebcde8,217,10234,1,1027002000,STORES AND LOGISTICS OPERATIONS,Sub-family,Yes,,1
3b66a00d-bce4-53ba-acd3-06eb034f37cc,218,10235,1,1029005000,FINANCE ANALYSIS AND ADVISORY,Sub-family,,,1
3b66a00d-bce4-53ba-acd3-06eb034f37cc,218,10235,2,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,,,1
314376dd-0c35-51f7-854d-3f0a1aec525f,219,10238,1,1018001003,BUSINESS SALES,Specialisation,Yes,,1
019813fa-686f-50cb-9b3e-147115694d9f,220,10240,1,1027002000,STORES AND LOGISTICS OPERATIONS,Sub-family,Yes,,1
fa0a3648-e1de-5453-96fa-2703f826a202,221,10241,1,1030007000,IT STRATEGY AND GOVERNANCE,Sub-family,,,1
fa0a3648-e1de-5453-96fa-2703f826a202,221,10241,2,1005000000,CHANGE,Job Family,,,1
87613a6e-a27f-5b7a-a1ca-d74c76624eab,222,10242,1,1030009006,IT QUALITY ASSURANCE AND TESTING,Specialisation,,,1
a1011034-7c68-554e-93e4-3640008a4b3d,223,10245,1,1030003000,ENTERPRISE APPLICATIONS,Sub-family,,,1
a1011034-7c68-554e-93e4-3640008a4b3d,223,10245,2,1001001000,BUSINESS ANALYSIS,Sub-family,,,1
3ad357f8-b679-52c9-9694-5c3fb8da3bfb,224,10246,1,1030009006,IT QUALITY ASSURANCE AND TESTING,Specialisation,,,1
e27d5c9a-67fd-56e3-b1c4-94c6685e7d64,225,10247,1,1030008000,IT SUPPORT AND SERVICE MANAGEMENT,Sub-family,,,1
981ced17-efc7-5786-ae33-056ee90eb8a3,226,10247,1,1030008000,IT SUPPORT AND SERVICE MANAGEMENT,Sub-family,,,1
acd708a1-f4bb-5902-b817-f49754b32098,227,10248,1,1018001001,BIDS AND TENDERS,Specialisation,Yes,,1
40cfaefe-03b4-51b6-b407-d0e118091fab,228,10249,1,1030009006,IT QUALITY ASSURANCE AND TESTING,Specialisation,,,1
3e31be50-e21c-5cd4-b590-3a617309b96d,229,10250,1,1030005000,IT INFRASTRUCTURE AND OPERATIONS,Sub-family,,,1
25dabac4-5d5d-5da7-9b3f-4aa9a016938b,230,10251,1,1016003000,EDUCATIONAL REGULATORY COMPLIANCE,Sub-family,,,1
25dabac4-5d5d-5da7-9b3f-4aa9a016938b,230,10251,2,1000002000,REPORTING (SUB),Sub-family,,,1
1a341ae0-95fd-5e6e-ba62-4db6c85b481d,231,10252,1,1016003000,EDUCATIONAL REGULATORY COMPLIANCE,Sub-family,,,1
1a341ae0-95fd-5e6e-ba62-4db6c85b481d,231,10252,2,1000002000,REPORTING (SUB),Sub-family,,,1
ef8a88ce-5f96-5ccf-aeed-6c0904b2e9c5,232,10253,1,1029005003,FINANCE BUSINESS PARTNERING,Specialisation,Yes,,1
fe4e4e3a-e35e-5292-9fb7-a8c8f056c02a,233,10256,1,1030009000,SOLUTIONS DEVELOPMENT,Sub-family,,,1
fe4e4e3a-e35e-5292-9fb7-a8c8f056c02a,233,10256,2,1030003000,ENTERPRISE APPLICATIONS,Sub-family,,,1
753eaad7-e826-5aa1-8766-92bbfcbb4bd2,234,10257,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
73225133-9690-55d7-b351-e29f875dc2cf,235,10258,1,1014009000,REMUNERATION,Sub-family,Yes,,1
73225133-9690-55d7-b351-e29f875dc2cf,235,10258,2,1014007000,PAYROLL,Sub-family,Yes,,1
79a9c490-edb6-57e9-b06b-282695babe3d,236,10259,1,1014007000,PAYROLL,Sub-family,Yes,,1
ff0f4578-c837-59d5-88cc-223ea99868dd,237,10260,1,1029003000,FINANCE SYSTEMS AND REPORTING,,Yes,,1
bdea379c-d282-534a-a2c7-fbcdfd67b88e,238,10261,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
3e27b900-7c89-593c-b8c1-bdca10996d79,239,10262,1,1014010003,INJURY MANAGEMENT,Specialisation,Yes,,1
086aaaa9-d61b-53f9-9720-83cfd8d60c8a,240,10263,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,Yes,,1
3076a97e-c1ff-5a92-b109-1e0fdf874985,241,10264,1,1014012001,INDUSTRIAL RELATIONS,Specialisation,Yes,,1
db3c284c-d7a8-5363-99a5-fa8fb33939b0,242,10265,1,1014003003,HR SYSTEMS,Specialisation,Yes,,1
4e1c921f-1c45-5a77-ae3e-ef83105e7413,243,10266,1,1014006000,ORGANISATIONAL DEVELOPMENT,Sub-family,Yes,,1
acdee94e-d971-50a1-9609-4bb0e0e2f480,244,10267,1,1014011001,WORKFORCE PLANNING,Specialisation,Yes,,1
6ba798f0-3448-5de9-bc82-5c5484d34928,245,10268,1,1028001000,EDUCATIONAL PRACTICE AND DEVELOPMENT,Sub-family,,,1
6ba798f0-3448-5de9-bc82-5c5484d34928,245,10268,2,1028002000,TEACHING AND ASSESSMENT,Sub-family,,,1
3ebfd37c-7c15-538b-ae01-000ab3fa8119,246,10269,1,1022005000,INTERNATIONAL ENGAGEMENT,Sub-family,Yes,,1
3ebfd37c-7c15-538b-ae01-000ab3fa8119,246,10269,2,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
3ebfd37c-7c15-538b-ae01-000ab3fa8119,246,10269,3,1018001003,BUSINESS SALES,Specialisation,Yes,,1
cef60a76-373b-59aa-80a5-dbb517a10f2c,247,10270,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
d6ab6955-07be-51cf-bf40-2642471dfacf,248,10271,1,1023000000,CUSTOMER SERVICE,Job Family,Yes,,1
d6ab6955-07be-51cf-bf40-2642471dfacf,248,10271,2,1022000000,STRATEGIC ENGAGEMENT,Job Family,Yes,,1
f23c5647-be07-58ff-a4eb-3c67161b1758,249,10273,1,1014004000,HR REPORTING AND ANALYTICS,Sub-family,,,1
f23c5647-be07-58ff-a4eb-3c67161b1758,249,10273,2,1000002000,REPORTING (SUB),Sub-family,,,1
cb0327fe-8bbc-5454-beed-33cfafb0e8e6,250,10276,1,1001001000,BUSINESS ANALYSIS,Sub-family,Yes,,1
9ba54147-8d73-5a57-be1e-50ab5d014b58,251,10277,1,1014010002,WHS GOVERNANCE AND REPORTING,Specialisation,Yes,,1
7c1cbeed-6b3d-5fd7-9ca0-935af02bef1a,252,10278,1,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
d12de35a-aa5d-5e16-a972-2711221e1b8b,253,10279,1,1014008002,ABORIGINAL RECRUITMENT,Specialisation,Yes,,1
d12de35a-aa5d-5e16-a972-2711221e1b8b,253,10279,2,1014001002,ABORIGINAL ADVISORY/SPECIALIST,Specialisation,Yes,,1
2fbc7ea1-53ee-5ed4-a832-f251acd29bf6,254,10280,1,1011001000,LEGAL ADVISORY,Sub-family,Yes,,1
e4eb5d7e-0bf3-5d71-9c2e-f77082aa1adb,255,10281,1,1014006001,CAPABILITY DEVELOPMENT,Specialisation,Yes,,1
da648ba5-a8af-5845-be24-ba82b8bfbf33,256,10282,1,1014001001,DIVERSITY AND INCLUSION ADVISORY/SPECIALIST,Specialisation,Yes,,1
62ead9d0-af33-5026-ad39-591836bcc7b7,257,10283,1,1018001003,BUSINESS SALES,Specialisation,Yes,,1
544e4a3f-ab38-5799-81b4-2f1881537710,258,10284,1,1029005000,FINANCE ANALYSIS AND ADVISORY,Sub-family,,,1
544e4a3f-ab38-5799-81b4-2f1881537710,258,10284,2,1018002000,PARTNERSHIPS STRATEGY AND SUPPORT,Sub-family,,,1
27030f0a-b856-5ab4-967b-07ed8cb4ba27,259,10285,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
9722be8a-7d15-5c50-b045-6a330aeb062c,260,10286,1,1010005000,SECRETARIAT,Sub-family,Yes,,1
2bb45fbd-1d7f-5e2f-b386-9e0a5ecf1b17,261,10288,1,1030006000,IT PROJECT MANAGEMENT,Sub-family,Yes,,1
1fb7ed1a-76ac-59df-a0c1-09d6c02e0423,262,10288,1,1030006000,IT PROJECT MANAGEMENT,Sub-family,Yes,,1
e506688e-78b5-504e-86e1-8c32290a6660,263,10289,1,1030003000,ENTERPRISE APPLICATIONS,Sub-family,,,1
e506688e-78b5-504e-86e1-8c32290a6660,263,10289,2,1030009000,SOLUTIONS DEVELOPMENT,Sub-family,,,1
a82106a9-1c55-5ce2-a601-66fe134c55d8,264,10290,1,1000002001,REPORTING (SPEC),Specialisation,Yes,,1
a82106a9-1c55-5ce2-a601-66fe134c55d8,264,10290,2,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
58f209ca-80f8-5efd-9b75-1d964b8f4eb6,265,10291,1,1022001000,ABORIGINAL COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
58f209ca-80f8-5efd-9b75-1d964b8f4eb6,265,10291,1,1022001000,ABORIGINAL COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
58f209ca-80f8-5efd-9b75-1d964b8f4eb6,265,10291,2,1024001000,ABORIGINAL STUDENT SUPPORT,Sub-family,Yes,,1
58f209ca-80f8-5efd-9b75-1d964b8f4eb6,265,10291,2,1024001000,ABORIGINAL STUDENT SUPPORT,Sub-family,Yes,,1
01812907-a3e6-5d3e-947c-e3e1464c74ff,266,10292,1,1018001001,BIDS AND TENDERS,Specialisation,Yes,,1
d1d53d65-ba3b-5d2a-b8a6-3394c291e4e7,267,10293,1,1030002002,DATA ENGINEERING,Specialisation,,,1
2f7bf540-a672-576a-b12b-5ef401d14ac6,268,10295,1,1011001000,LEGAL ADVISORY,Sub-family,Yes,,1
2fc79f7a-aea4-5d43-8f68-555dae42b056,269,10297,1,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
f816ae8c-c9a2-59a9-b2a6-68bf86262043,270,10298,1,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
add0f8f0-2dce-53d1-bb01-8cf285edea0d,271,10300,1,1007000000,COMMUNICATIONS,Job Family,Yes,,1
0791097d-85f4-540f-bd5d-c8f39de215e3,272,10301,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
5499178a-7c58-54d7-b3ff-6e9885dbeb69,273,10302,1,1022005000,INTERNATIONAL ENGAGEMENT,Sub-family,Yes,,1
5499178a-7c58-54d7-b3ff-6e9885dbeb69,273,10302,2,1023003002,STUDENT RECRUITMENT (INTERNATIONAL),Specialisation,Yes,,1
5499178a-7c58-54d7-b3ff-6e9885dbeb69,273,10302,3,1002005000,INTERNATIONAL OPERATIONS,Sub-family,Yes,,1
197a51b0-be4b-54c5-948d-a0ee48895551,274,10303,1,1012002000,EDUCATION CONTRACT IMPLEMENTATION AND DELIVERY,Sub-family,,,1
4af249b8-f075-57d0-8e09-b83732cf01e2,275,10304,1,1014012001,INDUSTRIAL RELATIONS,Specialisation,Yes,,1
3a9266ba-c401-5f3c-b708-33c35e3243db,276,10305,1,1012002000,EDUCATION CONTRACT IMPLEMENTATION AND DELIVERY,Sub-family,,,1
3a9266ba-c401-5f3c-b708-33c35e3243db,276,10305,2,1012001000,EDUCATION CONTRACT GOVERNANCE AND ASSURANCE,Sub-family,,,1
48bdab59-b327-578f-8be4-004fcb7da92f,277,10306,1,1028000000,EDUCATION DELIVERY,Job Family,Yes,,1
48bdab59-b327-578f-8be4-004fcb7da92f,277,10306,2,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
e673f645-b7f3-5047-a9ff-6e03a42c3fcd,278,10307,1,1002003000,EDUCATION PLANNING,Sub-family,Yes,,1
ac02716e-d79a-52d3-82d0-f3577a814490,279,10308,1,1000001000,ANALYTICS,Sub-family,Yes,,1
ac02716e-d79a-52d3-82d0-f3577a814490,279,10308,2,1000002000,REPORTING (SUB),Sub-family,Yes,,1
b4bab138-9124-5c59-810b-0c699dec6852,280,10313,1,1023000000,CUSTOMER SERVICE,Job Family,Yes,,1
b4bab138-9124-5c59-810b-0c699dec6852,280,10313,2,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
59b1793b-3e7c-56fc-a070-799508ad77c8,281,10314,1,1026001000,PROGRAM/PROJECT MANAGEMENT,Sub-family,,,1
d1823234-d2c4-576c-99bb-e1430559534e,282,10316,1,1030005000,IT INFRASTRUCTURE AND OPERATIONS,Sub-family,,,1
b6cabdf6-8074-5e88-a60c-852951947077,283,10317,1,1000002000,REPORTING (SUB),Sub-family,Yes,,1
eb030a1a-645d-596a-905c-da3796402e5f,284,10318,1,1030008003,SERVICE MANAGEMENT PROCESS,Specialisation,,,1
2b4a4039-a717-5f1d-a3ea-be60b0162375,285,10318,1,1030008003,SERVICE MANAGEMENT PROCESS,Specialisation,,,1
6c09cc23-3e22-52c0-83af-5d0bad63e6e4,286,10319,1,1028001000,EDUCATIONAL PRACTICE AND DEVELOPMENT,Sub-family,Yes,,1
6c09cc23-3e22-52c0-83af-5d0bad63e6e4,286,10319,2,1016002000,EDUCATIONAL QUALITY ASSURANCE,Sub-family,Yes,,1
9c78fd07-e2ac-54bf-a134-a985e8f8ee7d,287,10320,1,1028002001,TEACHING AND ASSESSMENT,Specialisation,Yes,,1
02d58632-0448-5cbb-9f6d-026f08d806c9,288,10325,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,Predominately class support focused,1
638533a4-63c5-5d9e-af25-864e2020d985,289,10326,1,1003002000,EXECUTIVE SUPPORT,Sub-family,,,1
638533a4-63c5-5d9e-af25-864e2020d985,289,10326,2,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,,,1
92ff1bce-11ed-5e59-93d1-c11e30420d4f,290,10327,1,1017002000,PROCUREMENT CONTRACT MANAGEMENT,Sub-family,,,1
92ff1bce-11ed-5e59-93d1-c11e30420d4f,290,10327,2,1030007000,IT STRATEGY AND GOVERNANCE,Sub-family,,,1
c891e3ff-3ae8-5222-977d-95abe7bcf2c3,291,10327,1,1017002000,PROCUREMENT CONTRACT MANAGEMENT,Sub-family,,,1
c891e3ff-3ae8-5222-977d-95abe7bcf2c3,291,10327,2,1030007000,IT STRATEGY AND GOVERNANCE,Sub-family,,,1
0a0e300c-7a99-5001-83fe-4d74127acf5b,292,10329,1,1030009005,INTEGRATIONS DEVELOPMENT,Specialisation,,,1
0a0e300c-7a99-5001-83fe-4d74127acf5b,292,10329,2,1001001000,BUSINESS ANALYSIS,Sub-family,,,1
82c10553-2634-5f47-b8a5-cd6dd71f0589,293,10330,1,1014010002,WHS GOVERNANCE AND REPORTING,Specialisation,Yes,,1
de6e2d9f-03ed-5910-8887-ec657d7b5b7d,294,10331,1,1011002000,LEGAL OPERATIONS,Sub-family,Yes,,1
932f9ec9-75d3-54ad-96aa-e87028f41330,295,10332,1,1010001000,AUDIT AND RISK,Sub-family,Yes,,1
51e0d67b-899e-503b-9f39-de8156a4cb02,296,10333,1,1030007002,IT STRATEGY AND PLANNING,Specialisation,,,1
51e0d67b-899e-503b-9f39-de8156a4cb02,296,10333,2,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,,,1
2d017a1a-93b2-5f7a-a241-e96cb06581fa,297,10334,1,1010000000,GOVERNANCE,Job Family,Yes,,1
2d017a1a-93b2-5f7a-a241-e96cb06581fa,297,10334,2,1011000000,LEGAL,Job Family,Yes,,1
c3c16fbf-e5a0-54b5-af59-e80d8b4e4c9a,298,10335,1,1029005003,FINANCE BUSINESS PARTNERING,Specialisation,,,1
c3c16fbf-e5a0-54b5-af59-e80d8b4e4c9a,298,10335,2,1012002000,EDUCATION CONTRACT IMPLEMENTATION AND DELIVERY,Sub-family,,,1
f66b2761-6005-5115-8d06-b78137cc2d5f,299,10377,1,1012001000,EDUCATION CONTRACT GOVERNANCE AND ASSURANCE,Sub-family,,,1
f66b2761-6005-5115-8d06-b78137cc2d5f,299,10377,2,1016003000,EDUCATIONAL REGULATORY COMPLIANCE,Sub-family,,,1
e6417895-e2de-5a2a-bd24-e097647c2304,300,10378,1,1002003000,EDUCATION PLANNING,Sub-family,Yes,,1
6e805b20-2b0b-597a-bb7d-39a07dd56485,301,10379,1,1002003000,EDUCATION PLANNING,Sub-family,Yes,,1
d174a1ae-1e61-5aee-90d5-a332bccf83d6,302,10380,1,1002002000,FACULTY OPERATIONS,Sub-family,,,1
d174a1ae-1e61-5aee-90d5-a332bccf83d6,302,10380,2,1015000000,INFRASTRUCTURE,Job Family,,,1
0282932f-cdf4-50b6-a58c-e3a8bed8e154,303,10381,1,1016003000,EDUCATIONAL REGULATORY COMPLIANCE,Sub-family,Yes,,1
0282932f-cdf4-50b6-a58c-e3a8bed8e154,303,10381,2,1000002000,REPORTING (SUB),Sub-family,Yes,,1
58834f37-f1b5-5a91-8a89-c26bd4ae42ec,304,10409,1,1017002000,PROCUREMENT CONTRACT MANAGEMENT,Sub-family,,,1
81742443-9547-5cf5-918b-860619c03050,305,10410,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
e4b8ac45-5c65-541f-95e7-6d404fe805dd,306,10411,1,1022000000,STRATEGIC ENGAGEMENT,Job Family,Yes,,1
e4b8ac45-5c65-541f-95e7-6d404fe805dd,306,10411,2,1018000000,PARTNERSHIPS,Job Family,Yes,,1
161225ca-a450-50d4-9fba-d2ba4f29eed9,307,10412,1,1018002000,PARTNERSHIPS STRATEGY AND SUPPORT,Sub-family,Yes,,1
8b6a74f4-aac8-5acd-9cd2-ac775740fd5c,308,10413,1,1018002000,PARTNERSHIPS STRATEGY AND SUPPORT,Sub-family,Yes,,1
8b6a74f4-aac8-5acd-9cd2-ac775740fd5c,308,10413,2,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
8b6a74f4-aac8-5acd-9cd2-ac775740fd5c,308,10413,3,1018001003,BUSINESS SALES,Specialisation,Yes,,1
0a0f105e-a36e-57f0-95cf-49af5c8f8199,309,10414,1,1018002000,PARTNERSHIPS STRATEGY AND SUPPORT,Sub-family,Yes,,1
0a0f105e-a36e-57f0-95cf-49af5c8f8199,309,10414,2,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
0a0f105e-a36e-57f0-95cf-49af5c8f8199,309,10414,3,1018001003,BUSINESS SALES,Specialisation,Yes,,1
8e7a6046-326f-5fb6-821c-6394e473a045,310,10415,1,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
8e7a6046-326f-5fb6-821c-6394e473a045,310,10415,2,1018001003,BUSINESS SALES,Specialisation,Yes,,1
cd4b9343-c68d-570a-a7da-5b6126481f52,311,10416,1,1022000000,STRATEGIC ENGAGEMENT,Job Family,Yes,,1
cd4b9343-c68d-570a-a7da-5b6126481f52,311,10416,2,1018000000,PARTNERSHIPS,Job Family,Yes,,1
ef9d0672-7ac2-5dd2-a6bd-cbc9a9f7c729,312,10417,1,1022002000,COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
2f565610-8c20-58b0-a67a-3344b1a949e0,313,10418,1,1004000000,CAMPUS SERVICES,Job Family,Yes,,1
ae2445c9-f884-5940-892f-dc7cc258eb15,314,10419,1,1022001000,ABORIGINAL COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
ae2445c9-f884-5940-892f-dc7cc258eb15,314,10419,2,1024001000,ABORIGINAL STUDENT SUPPORT,Sub-family,Yes,,1
0608ae77-8a64-5165-bc3b-2d6a68f89341,315,10420,1,1022001000,ABORIGINAL COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
ecbc7fc8-87f3-5e16-80b2-78ffa5238a05,316,10421,1,1022002000,COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
e6d83ebd-bc50-5589-a7dc-672e3be3f601,317,10422,1,1004000000,CAMPUS SERVICES,Job Family,Yes,,1
e526bd7e-584e-5278-903f-6d67dce77d72,318,10427,1,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
e526bd7e-584e-5278-903f-6d67dce77d72,318,10427,2,1018001003,BUSINESS SALES,Specialisation,Yes,,1
818d67da-f83d-5774-a8ed-0aa67716e727,319,10428,1,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
902d0de7-d6b1-5e9c-b2bf-a1c762d741de,320,10429,1,1028002001,TEACHING AND ASSESSMENT,Specialisation,Yes,,1
a1d8e2ce-0e48-5353-b210-8c22d5c85052,321,10431,1,1002004000,EDUCATION CONTRACT MANAGEMENT,Sub-family,Yes,,1
315084be-59be-566f-ae5f-985489d48fb2,322,10433,1,1018002000,PARTNERSHIPS STRATEGY AND SUPPORT,Sub-family,,,1
d8f6dcc9-27d8-5985-8250-f4bbb180adc7,323,10434,1,1030009005,INTEGRATIONS DEVELOPMENT,Specialisation,,,1
6c83ac97-0783-5d6e-96a2-5fa8902f8c60,324,10435,1,1027002000,STORES AND LOGISTICS OPERATIONS,Sub-family,Yes,,1
88953574-1d32-525c-b986-1b3b0d93c3f3,325,10436,1,1028003001,TECHNICAL AND LEARNING ENVIRONMENTS,Specialisation,Yes,,1
1cf171ef-3203-5864-936b-b43da62c1847,326,10438,1,1030005000,IT INFRASTRUCTURE AND OPERATIONS,Sub-family,,,1
5abcd43b-b5f7-5e6e-b716-c32de5024a98,327,10439,1,1018001003,BUSINESS SALES,Specialisation,Yes,,1
2022989b-5860-5ab2-8326-b9a141ade80f,328,10440,1,1002003000,EDUCATION PLANNING,Sub-family,Yes,,1
ba13404b-af1b-5189-a71c-c020bbc4b867,329,10441,1,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
ba13404b-af1b-5189-a71c-c020bbc4b867,329,10441,2,1028000000,EDUCATION DELIVERY,Job Family,Yes,,1
645e9160-dc73-56ca-83b7-9d8a0671f850,330,10442,1,1014006001,CAPABILITY DEVELOPMENT,Specialisation,,,1
1b4be3de-4478-5b9f-8e24-a550672db176,331,10443,1,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
